Date,Temperature,Humidity,Wind Speed,Pressure,Rainfall
2023-02-24,16.7,73.9,15.8,1004.4,3.8
2023-02-25,17.1,73.1,5.8,1007.2,0.0
2023-02-26,9.7,84.5,9.3,1007.2,14.9
2023-02-27,12.8,92.0,15.8,1012.8,5.8
2023-02-28,14.7,84.5,12.2,1010.9,6.8
2023-03-01,17.8,74.7,10.3,1012.0,0.3
2023-03-02,13.6,88.9,6.6,1013.2,0.1
2023-03-03,14.6,58.7,7.8,1012.8,0.0
2023-03-04,12.0,93.8,4.8,1010.1,0.0
2023-03-05,10.3,70.8,12.2,1011.1,10.4
2023-03-06,16.7,74.4,9.9,1012.4,8.9
2023-03-07,19.9,66.2,9.3,1009.4,0.0
2023-03-08,15.7,69.8,15.8,999.6,0.0
2023-03-09,17.3,85.3,14.8,1008.8,12.2
2023-03-10,11.8,74.4,20.4,1018.2,37.1
2023-03-11,13.4,,6.0,,7.4
2023-03-12,17.7,77.4,16.6,1015.5,0.0
2023-03-13,21.4,77.2,15.9,1016.9,0.0
2023-03-14,13.5,79.5,9.6,1010.8,22.3
2023-03-15,20.6,62.6,12.8,1013.8,7.8
2023-03-16,8.9,95.7,12.7,1004.8,2.9
2023-03-17,19.9,71.2,,1010.0,0.0
2023-03-18,17.8,65.1,18.0,1015.6,0.0
2023-03-19,16.6,75.4,14.4,1017.0,1.5
2023-03-20,16.5,,15.6,1008.2,11.3
2023-03-21,12.0,91.3,12.4,1006.3,0.7
2023-03-22,17.5,75.1,6.7,1011.0,0.8
2023-03-22,17.5,75.1,6.7,1011.0,0.8
2023-03-23,18.2,72.8,11.2,1014.3,8.7
2023-03-24,23.0,68.8,19.4,1004.7,0.0
2023-03-25,16.9,95.0,10.9,996.5,2.1
2023-03-26,14.3,82.3,9.6,1007.2,14.4
2023-03-27,17.6,81.3,15.3,1003.9,0.0
2023-03-28,21.7,80.8,9.8,1007.6,2.1
2023-03-29,20.4,76.4,9.8,,0.0
2023-03-30,18.0,75.3,11.7,,0.0
2023-03-31,21.3,71.8,6.5,1018.7,0.0
2023-04-01,20.2,74.1,8.2,1012.8,0.3
2023-04-02,23.0,71.1,,1013.1,0.0
2023-04-03,18.2,83.0,6.9,1012.9,0.2
2023-04-04,19.5,76.0,8.0,1005.2,0.1
2023-04-05,19.5,81.5,9.5,1015.2,0.0
2023-04-06,16.4,78.6,15.9,1010.1,0.3
2023-04-07,21.9,73.4,11.2,1014.6,0.0
2023-04-08,,56.7,11.6,1008.4,0.0
2023-04-09,21.3,80.7,15.4,,0.0
2023-04-10,20.8,76.8,5.0,1014.8,0.0
2023-04-11,15.9,86.1,14.6,1011.2,9.9
2023-04-12,20.6,51.1,14.5,1010.1,0.0
2023-04-13,20.4,,13.0,1004.3,3.8
2023-04-14,19.8,74.2,16.0,1016.8,0.0
2023-04-15,21.2,81.6,10.2,1004.1,4.4
2023-04-16,23.7,,16.5,1021.1,0.0
2023-04-17,28.3,69.9,14.4,1007.3,0.0
2023-04-18,23.4,62.5,10.7,1016.1,0.0
2023-04-19,21.7,65.5,12.7,1010.8,13.6
2023-04-20,22.9,86.8,11.9,1012.2,0.0
2023-04-21,16.9,76.4,18.4,1008.1,4.8
2023-04-22,21.0,72.6,8.5,1010.5,16.4
2023-04-23,23.6,77.4,9.7,1010.9,1.9
2023-04-24,31.2,65.5,17.9,1007.4,0.0
2023-04-25,22.6,72.1,9.6,1015.1,5.4
2023-04-26,24.5,71.9,16.9,1008.9,3.3
2023-04-27,23.3,89.2,20.5,1007.7,6.0
2023-04-28,19.9,73.4,12.5,1006.3,6.8
2023-04-29,28.0,67.0,18.9,999.4,0.0
2023-04-30,27.0,75.0,8.3,1010.0,0.0
2023-05-01,27.1,75.1,15.0,1023.0,1.3
2023-05-02,21.8,81.7,,1013.9,3.6
2023-05-03,29.4,68.8,14.3,1011.8,0.0
2023-05-04,21.1,64.5,10.0,1011.3,0.0
2023-05-05,27.2,79.4,6.2,1010.5,0.3
2023-05-06,32.2,,14.0,1017.3,0.0
2023-05-07,22.8,74.1,6.2,1005.2,0.0
2023-05-07,22.8,74.1,6.2,1005.2,0.0
2023-05-08,24.2,63.9,10.7,1018.2,
2023-05-09,26.3,66.9,,,0.0
2023-05-10,22.1,,12.8,1015.0,17.4
2023-05-11,21.7,75.6,19.8,,0.0
2023-05-12,26.3,70.4,16.5,1011.8,2.1
2023-05-13,23.1,83.8,9.4,1013.0,2.2
2023-05-14,28.1,68.9,12.1,1014.9,0.0
2023-05-15,24.1,68.1,12.7,1010.3,0.0
2023-05-16,31.6,68.8,6.9,,0.0
2023-05-17,24.7,78.8,8.9,1010.9,
2023-05-18,26.2,57.7,9.8,1021.3,0.0
2023-05-19,28.2,68.1,6.1,1005.8,10.7
2023-05-20,22.4,76.1,15.1,1003.5,8.9
2023-05-21,28.2,62.7,11.0,1013.7,0.0
2023-05-22,25.7,72.1,5.8,1011.7,39.2
2023-05-23,17.6,70.3,13.8,1012.6,35.7
2023-05-24,28.4,65.9,14.9,1013.6,0.0
2023-05-25,28.8,63.1,13.4,1011.7,0.0
2023-05-26,30.4,62.6,10.7,1020.3,0.0
2023-05-27,24.5,60.9,16.8,1005.1,0.0
2023-05-28,24.3,58.3,15.9,1009.4,0.0
2023-05-29,29.2,75.8,14.1,1010.4,5.0
2023-05-30,29.4,57.0,11.0,1005.5,0.0
2023-05-31,29.3,55.9,13.2,1013.0,0.0
2023-06-01,29.7,46.1,16.8,1023.6,0.0
2023-06-02,26.7,61.9,9.7,1013.1,0.0
2023-06-03,29.5,53.0,20.4,1015.5,0.0
2023-06-04,29.8,76.4,12.5,1004.5,0.0
2023-06-05,23.6,74.9,13.7,1007.9,21.8
2023-06-06,34.6,51.9,9.5,1012.6,0.0
2023-06-07,30.5,80.4,14.3,1008.6,0.0
2023-06-08,25.6,76.1,5.0,1017.2,0.0
2023-06-09,31.2,58.9,9.8,1016.2,0.0
2023-06-10,24.4,47.3,8.7,1009.6,13.6
2023-06-11,29.1,79.2,13.0,1011.6,17.7
2023-06-12,32.9,48.4,16.0,1017.5,0.0
2023-06-13,27.0,53.4,14.6,1019.9,0.0
2023-06-14,30.7,68.3,2.5,1019.9,11.6
2023-06-15,28.4,81.5,22.7,1004.9,16.1
2023-06-16,31.9,71.5,14.9,1007.5,1.1
2023-06-17,,61.1,10.8,1006.8,0.0
2023-06-18,29.0,69.0,13.4,,0.0
2023-06-19,27.5,72.8,12.7,1013.7,0.0
2023-06-20,25.8,72.5,9.3,1016.3,9.0
2023-06-21,27.4,68.4,13.3,1011.6,0.0
2023-06-22,29.6,64.3,10.2,1011.0,0.0
2023-06-23,30.9,61.4,10.4,1013.8,0.0
2023-06-24,30.7,56.1,10.3,1009.7,0.0
2023-06-25,32.4,57.9,6.3,1024.0,0.0
2023-06-26,30.0,49.5,14.5,1006.8,0.0
2023-06-27,34.3,57.0,14.3,1014.6,0.0
2023-06-28,29.2,56.1,14.1,1024.0,0.0
2023-06-29,38.2,44.4,15.3,1015.6,0.0
2023-06-30,30.7,62.2,13.7,1012.0,7.9
2023-07-01,27.4,77.2,11.2,1008.9,0.0
2023-07-02,26.7,74.2,16.3,1010.2,0.5
2023-07-03,31.4,48.7,6.6,1021.8,0.0
2023-07-04,29.3,55.9,11.5,1002.8,0.0
2023-07-05,32.1,68.0,8.1,1019.7,0.0
2023-07-06,29.8,53.5,18.2,1007.1,10.6
2023-07-07,29.7,,16.2,1011.7,0.0
2023-07-08,27.4,70.5,,1009.5,0.0
2023-07-09,,60.8,16.3,1016.1,0.0
2023-07-10,27.8,65.6,11.1,1004.4,5.0
2023-07-11,32.3,49.4,13.4,1017.2,0.7
2023-07-12,30.5,57.6,11.5,1023.7,0.0
2023-07-13,24.9,70.3,,1004.9,8.0
2023-07-14,30.3,49.9,11.5,1015.7,0.0
2023-07-15,,65.5,11.7,1009.1,0.0
2023-07-16,26.6,66.4,14.2,1014.4,2.8
2023-07-17,30.1,67.3,15.8,1012.3,0.0
2023-07-18,29.8,65.1,10.5,1009.3,0.0
2023-07-19,23.5,78.6,11.9,1012.9,17.7
2023-07-20,30.6,63.3,7.8,1021.8,0.0
2023-07-21,31.1,58.2,2.2,1012.6,0.0
2023-07-22,32.6,60.8,12.8,,0.0
2023-07-23,32.4,64.4,16.6,1006.1,0.8
2023-07-24,25.1,69.2,14.9,1007.1,0.0
2023-07-25,26.4,67.7,4.2,1014.5,0.0
2023-07-26,30.7,56.6,10.6,1021.2,0.0
2023-07-27,30.6,57.0,3.1,1015.5,0.0
2023-07-28,30.5,51.2,17.6,1013.0,0.0
2023-07-29,40.5,64.4,7.9,1012.6,0.0
2023-07-30,30.5,52.4,18.6,1008.1,
2023-07-31,32.1,54.9,15.8,1017.0,0.0
2023-08-01,31.5,55.4,8.4,1018.3,0.0
2023-08-02,30.5,69.5,8.6,1009.6,0.0
2023-08-03,27.5,63.6,14.3,1010.4,
2023-08-04,30.7,72.2,8.8,1012.8,0.0
2023-08-05,26.0,62.4,13.2,1010.7,0.0
2023-08-06,27.5,68.3,10.5,1011.7,0.0
2023-08-07,26.6,60.4,4.9,,0.0
2023-08-08,27.9,82.3,4.5,1008.7,2.5
2023-08-09,,47.7,12.9,1013.3,0.0
2023-08-10,22.2,74.9,11.4,1007.8,0.0
2023-08-11,29.7,68.4,9.8,1015.7,0.0
2023-08-12,22.7,75.1,15.7,1010.1,0.0
2023-08-13,24.5,66.3,18.0,1009.1,10.4
2023-08-14,30.6,61.3,10.9,,0.0
2023-08-15,27.4,66.5,10.6,1019.4,0.0
2023-08-16,23.9,69.2,15.3,1008.9,0.0
2023-08-17,24.6,76.9,10.1,1001.4,
2023-08-18,26.7,82.0,12.9,1015.0,14.2
2023-08-19,24.5,65.1,15.5,1009.1,0.0
2023-08-20,27.2,55.4,14.7,1017.9,0.0
2023-08-21,26.0,66.4,7.5,1002.4,4.1
2023-08-22,22.6,90.4,9.0,1013.2,
2023-08-23,32.6,53.4,10.0,1008.2,0.0
2023-08-24,28.0,78.6,12.4,1014.1,0.0
2023-08-25,19.5,88.6,15.2,1009.0,2.3
2023-08-26,25.4,63.0,19.6,1008.0,6.2
2023-08-26,25.4,63.0,19.6,1008.0,6.2
2023-08-27,23.6,75.2,11.3,1008.9,0.0
2023-08-28,28.0,78.4,10.0,1013.9,0.0
2023-08-29,23.0,68.4,16.8,1012.5,0.0
2023-08-30,24.9,67.5,13.2,1015.0,0.0
2023-08-31,25.6,62.5,17.1,1022.8,6.4
2023-09-01,27.5,57.9,15.4,1005.7,0.0
2023-09-02,21.1,68.4,7.4,1020.1,0.0
2023-09-03,23.6,60.9,6.7,1013.6,0.0
2023-09-04,22.9,71.6,7.7,1007.0,0.8
2023-09-05,22.2,66.0,16.9,,0.8
2023-09-06,24.2,65.6,17.3,1011.5,35.0
2023-09-07,25.2,56.3,19.4,1018.4,0.0
2023-09-08,17.6,77.6,16.4,1010.0,16.5
2023-09-09,26.4,74.0,16.7,1018.7,0.0
2023-09-10,29.9,47.2,11.3,1007.9,0.0
2023-09-11,26.4,70.3,7.9,1011.6,0.0
2023-09-12,18.2,86.5,18.5,1003.0,2.9
2023-09-13,21.6,63.5,13.7,1014.5,0.0
2023-09-14,26.6,80.4,12.4,1014.6,0.0
2023-09-15,20.6,77.7,15.0,1008.5,0.0
2023-09-16,23.7,64.7,17.4,999.5,1.1
2023-09-17,24.7,69.0,17.2,1012.9,0.0
2023-09-18,18.4,80.2,17.4,1012.4,6.9
2023-09-19,21.8,73.4,14.2,1013.3,0.0
2023-09-20,,88.8,15.4,1015.1,11.2
2023-09-21,18.6,,16.1,1006.5,0.0
2023-09-22,20.7,75.5,10.2,1014.3,0.0
2023-09-23,17.6,66.6,15.0,1018.2,0.0
2023-09-24,26.1,66.8,9.4,1003.3,0.0
2023-09-25,16.7,71.7,16.3,1013.1,0.2
2023-09-26,18.8,69.7,8.4,1009.3,4.7
2023-09-27,18.8,83.6,14.3,1009.3,15.2
2023-09-28,24.6,78.0,8.9,1012.3,1.1
2023-09-29,16.0,84.7,16.1,1007.1,0.0
2023-09-30,22.8,61.9,13.0,1009.6,5.2
2023-10-01,20.0,72.5,6.1,1011.5,0.0
2023-10-02,16.7,88.5,16.6,1003.5,0.7
2023-10-03,20.9,74.9,12.0,1005.6,0.9
2023-10-04,19.1,93.5,16.0,1011.6,6.3
2023-10-05,16.3,81.2,14.7,1004.3,8.1
2023-10-06,19.3,77.4,13.6,1014.0,0.0
2023-10-07,16.9,75.2,8.2,1013.3,5.5
2023-10-08,18.8,77.2,13.0,1002.0,2.3
2023-10-09,19.4,73.1,11.8,1007.9,7.6
2023-10-10,23.2,76.9,15.4,1016.7,0.0
2023-10-11,13.5,89.2,21.5,1004.0,7.0
2023-10-12,24.5,63.3,9.6,1010.4,0.0
2023-10-13,10.8,73.9,16.3,1013.5,8.2
2023-10-14,17.3,63.6,3.3,1016.6,0.0
2023-10-15,17.9,79.9,8.5,1009.0,
2023-10-16,18.2,,9.4,1009.0,0.0
2023-10-17,15.4,63.3,6.6,1019.9,0.0
2023-10-18,16.4,82.4,5.7,1018.6,0.0
2023-10-19,15.0,100.0,14.0,1012.1,3.0
2023-10-20,13.2,81.0,12.0,1010.5,11.6
2023-10-21,18.7,82.7,15.8,1005.8,3.2
2023-10-22,16.9,78.7,16.8,1006.3,4.0
2023-10-23,14.2,81.2,13.2,1012.7,0.0
2023-10-24,18.2,83.8,15.1,1011.8,4.3
2023-10-25,16.9,76.4,11.7,1017.8,0.0
2023-10-26,18.1,79.3,7.3,1013.6,1.0
2023-10-27,13.3,80.5,19.4,1002.7,27.9
2023-10-28,12.9,78.1,9.6,1015.8,0.5
2023-10-29,12.8,90.6,11.1,1003.7,5.6
2023-10-30,16.1,76.7,12.6,1008.8,8.6
2023-10-31,16.9,72.7,8.5,1012.6,0.0
2023-10-31,16.9,72.7,8.5,1012.6,0.0
2023-11-01,14.3,85.5,10.3,1019.4,3.5
2023-11-02,15.1,73.7,13.4,1026.7,0.0
2023-11-03,15.8,77.1,13.4,1013.7,17.2
2023-11-04,12.1,83.7,9.8,,3.9
2023-11-05,15.2,88.6,10.5,1011.6,4.7
2023-11-05,15.2,88.6,10.5,1011.6,4.7
2023-11-06,13.5,86.5,16.3,1013.7,0.5
2023-11-07,13.4,82.8,15.5,1008.2,0.0
2023-11-08,17.2,84.9,20.3,1018.5,0.0
2023-11-09,12.5,90.7,17.8,1009.8,24.7
2023-11-10,15.3,84.2,16.9,1012.1,5.2
2023-11-11,17.4,78.2,6.4,1013.8,0.0
2023-11-12,13.4,72.4,15.1,1013.5,0.0
2023-11-13,15.3,72.2,11.8,1015.6,0.0
2023-11-14,12.0,82.0,11.7,1006.9,1.1
2023-11-15,,77.4,14.3,1007.9,1.4
2023-11-16,12.2,82.5,18.4,1004.4,1.9
2023-11-17,12.1,83.8,14.4,1011.9,6.4
2023-11-18,11.9,86.0,8.5,1013.3,16.4
2023-11-19,,86.4,15.5,1011.6,3.4
2023-11-20,18.7,80.5,9.4,1018.5,0.0
2023-11-21,9.2,88.4,14.2,1009.0,0.7
2023-11-22,8.5,73.0,10.8,1014.6,0.0
2023-11-23,15.5,72.8,13.3,1005.9,0.0
2023-11-24,13.9,80.6,16.6,1008.2,2.8
2023-11-25,13.5,72.8,,1014.8,1.3
2023-11-26,12.6,87.4,19.8,1013.4,7.2
2023-11-27,8.3,97.3,6.8,1006.2,22.4
2023-11-28,7.8,98.1,11.4,1007.2,7.1
2023-11-29,11.6,83.2,16.8,1002.2,0.7
2023-11-30,8.2,99.7,16.7,1005.5,8.0
2023-12-01,14.2,83.1,11.6,1014.2,0.0
2023-12-02,10.8,83.4,,1012.6,0.0
2023-12-03,5.3,,,1012.2,22.6
2023-12-04,7.6,84.5,12.1,1009.8,16.6
2023-12-05,12.2,81.2,18.5,1010.1,0.0
2023-12-06,7.7,89.3,,1005.6,
2023-12-07,7.7,90.2,15.8,1012.2,4.2
2023-12-08,10.5,85.2,8.6,1011.6,7.0
2023-12-09,11.4,88.8,12.2,1011.4,0.0
2023-12-10,8.3,97.6,13.3,1005.0,5.3
2023-12-11,5.6,95.6,12.8,997.1,24.1
2023-12-12,6.4,73.6,13.4,1016.7,32.4
2023-12-13,4.1,71.2,11.1,1009.2,13.5
2023-12-14,6.0,99.0,17.7,1003.1,1.1
2023-12-15,7.0,78.2,7.7,1014.0,
2023-12-16,9.6,85.6,20.6,1007.5,0.4
2023-12-17,11.2,76.2,8.4,1016.1,0.0
2023-12-18,14.7,67.0,12.9,1015.3,0.0
2023-12-19,12.5,88.0,15.4,1012.5,2.0
2023-12-20,9.6,93.4,13.3,1001.4,0.4
2023-12-21,10.1,82.3,15.4,1016.0,0.0
2023-12-22,7.1,,7.1,1013.1,0.0
2023-12-23,9.5,82.6,19.4,1008.0,3.5
2023-12-24,8.2,91.1,13.2,1009.3,6.5
2023-12-25,11.0,73.9,12.9,1002.3,0.0
2023-12-26,5.7,91.4,11.6,1010.6,12.3
2023-12-27,10.9,85.0,17.9,1004.4,4.3
2023-12-28,14.6,86.1,12.9,1002.6,0.0
2023-12-29,8.6,88.3,12.6,1001.4,7.4
2023-12-30,10.0,77.8,11.1,1016.1,7.9
2023-12-31,11.8,94.1,9.8,1005.0,1.6
2024-01-01,7.7,87.2,,1016.8,7.4
2024-01-02,9.8,86.0,11.7,1006.7,5.9
2024-01-03,8.7,79.5,18.8,1001.8,8.8
2024-01-04,,83.1,15.6,1004.2,4.7
2024-01-05,7.5,82.7,8.1,1016.0,
2024-01-06,9.5,85.5,13.4,1008.7,3.9
2024-01-07,11.0,98.8,17.7,,4.1
2024-01-08,14.4,70.7,11.5,1012.4,0.0
2024-01-09,13.0,70.5,16.8,1014.2,0.0
2024-01-10,14.4,90.8,16.1,1014.2,14.6
2024-01-11,7.0,87.9,15.7,1016.3,5.6
2024-01-12,12.7,78.3,11.5,1008.7,0.6
2024-01-13,9.8,94.4,11.2,1001.5,6.7
2024-01-14,16.9,73.9,10.8,1009.1,0.0
2024-01-15,4.1,100.0,14.2,1008.6,25.7
2024-01-16,7.7,95.0,17.2,1003.2,
2024-01-17,8.4,84.7,5.9,1004.8,1.6
2024-01-18,2.9,100.0,13.3,1009.0,8.3
2024-01-19,5.5,,13.8,1009.5,23.3
2024-01-20,7.9,95.0,12.4,1008.2,2.8
2024-01-21,10.9,88.1,19.6,1005.2,1.5
2024-01-22,11.6,95.3,15.6,1006.8,1.1
2024-01-23,16.1,91.8,,,2.3
2024-01-24,8.2,82.8,11.1,1014.3,36.5
2024-01-25,9.2,82.0,15.7,,0.0
2024-01-26,8.3,92.7,22.8,999.1,0.0
2024-01-27,12.0,78.5,19.5,1005.8,3.9
2024-01-27,12.0,78.5,19.5,1005.8,3.9
2024-01-28,7.1,100.0,11.7,999.8,0.6
2024-01-29,15.4,80.0,12.9,1007.0,8.9
2024-01-30,14.8,78.3,11.6,1010.1,0.0
2024-01-31,9.2,88.5,17.4,1001.7,5.4
2024-02-01,6.3,80.6,17.1,1005.5,0.2
2024-02-02,15.4,72.5,10.7,1006.4,1.6
2024-02-02,15.4,72.5,10.7,1006.4,1.6
2024-02-03,,95.0,13.5,1009.0,25.1
2024-02-04,15.5,75.2,4.5,1011.3,0.0
2024-02-05,6.6,82.1,19.8,1006.3,3.0
2024-02-06,9.8,91.1,11.1,1009.5,2.2
2024-02-07,11.8,94.0,14.6,1005.4,1.6
2024-02-08,10.9,,12.5,1007.4,9.1
2024-02-09,10.1,93.9,16.6,1016.5,5.2
2024-02-10,14.3,75.8,0.6,1017.6,0.0
2024-02-11,8.9,76.5,14.6,1004.3,2.6
2024-02-12,10.4,96.4,12.0,1011.9,12.2
2024-02-13,13.1,80.7,10.2,1014.2,0.0
2024-02-14,11.9,79.7,21.5,1004.6,16.6
2024-02-15,14.8,91.5,8.6,1012.6,
2024-02-15,14.8,91.5,8.6,1012.6,2.0
2024-02-16,9.1,91.8,15.1,1016.2,4.2
2024-02-17,8.6,92.3,16.6,1002.8,0.0
2024-02-18,15.3,95.7,20.0,1003.3,12.8
2024-02-19,12.9,76.5,,1015.9,10.5
2024-02-20,10.3,92.8,10.1,1009.7,6.9
2024-02-21,18.4,77.4,16.4,1013.4,0.0
2024-02-21,18.4,77.4,16.4,1013.4,0.0
2024-02-22,14.2,84.1,14.3,1011.3,0.0
2024-02-23,17.6,90.2,6.6,1010.7,0.0
2024-02-24,12.9,85.8,13.0,1002.7,9.4
2024-02-25,19.8,78.7,,1015.7,4.3
2024-02-26,19.1,83.9,15.4,1015.5,4.1
2024-02-27,7.0,79.5,10.5,1009.2,45.3
2024-02-28,16.3,71.1,0.9,1011.4,9.0
2024-02-29,16.6,70.5,,1004.0,1.1
2024-03-01,19.1,60.3,7.1,1015.8,0.0
2024-03-02,12.3,100.0,4.9,1010.1,0.0
2024-03-03,17.4,69.3,1.2,1011.5,0.0
2024-03-04,18.7,74.8,15.3,1016.6,0.0
2024-03-05,10.4,84.4,14.1,1007.9,0.0
2024-03-06,11.7,86.8,11.5,1012.1,3.5
2024-03-07,9.0,93.7,20.6,1003.1,5.3
2024-03-08,14.8,87.5,15.8,1009.0,3.5
2024-03-08,14.8,87.5,15.8,1009.0,3.5
2024-03-09,18.4,72.2,19.3,1010.5,0.0
2024-03-10,,72.5,6.7,1012.5,0.0
2024-03-11,16.0,81.1,13.4,1008.2,5.1
2024-03-12,21.6,71.1,6.2,1010.9,0.0
2024-03-13,12.5,96.5,11.5,1011.9,1.9
2024-03-14,11.9,,12.9,1006.8,0.2
2024-03-15,15.3,84.4,18.0,1001.6,12.1
2024-03-16,18.2,82.0,12.2,1018.7,2.4
2024-03-17,16.5,87.4,14.5,1016.0,6.7
2024-03-18,9.9,86.6,17.9,1002.8,10.6
2024-03-19,17.6,67.5,20.6,1015.6,0.0
2024-03-20,14.0,85.2,12.6,1007.0,1.1
2024-03-21,19.6,69.5,8.3,1013.1,4.3
2024-03-22,19.5,71.4,13.1,1013.0,0.0
2024-03-23,15.4,84.8,10.3,1008.4,2.7
2024-03-24,16.4,88.2,20.4,1005.1,5.5
2024-03-25,14.2,80.3,12.8,1006.8,10.6
2024-03-26,17.9,78.8,12.0,1005.9,
2024-03-27,22.1,86.1,12.5,1005.2,0.0
2024-03-28,15.7,81.1,15.9,1009.7,5.1
2024-03-29,,94.5,14.0,1004.5,7.9
2024-03-30,17.6,81.7,9.4,1013.4,4.2
2024-03-31,17.6,63.8,18.7,1020.1,0.0
2024-04-01,19.8,81.3,10.4,1007.2,0.0
2024-04-02,17.2,81.4,12.7,1011.2,0.2
2024-04-03,18.8,86.7,15.1,1011.7,0.0
2024-04-04,14.4,83.9,5.8,1012.0,17.7
2024-04-05,26.7,,14.1,1012.8,0.0
2024-04-06,21.1,63.9,7.8,1016.4,0.0
2024-04-07,17.4,74.5,15.3,1013.5,11.1
2024-04-08,22.0,65.8,10.3,1006.2,0.0
2024-04-09,21.2,69.0,14.8,1016.3,0.0
2024-04-10,20.6,78.5,16.4,1014.9,2.5
2024-04-11,23.3,83.9,17.7,1005.8,2.3
2024-04-12,23.3,,13.5,1011.5,6.5
2024-04-13,20.6,64.7,11.1,1016.0,0.0
2024-04-13,20.6,64.7,11.1,1016.0,0.0
2024-04-14,19.5,77.8,10.8,1009.5,7.6
2024-04-15,21.6,82.5,17.9,1015.2,0.7
2024-04-16,14.9,75.2,9.2,1022.8,5.8
2024-04-17,17.9,76.0,9.7,1006.9,2.7
2024-04-18,25.1,66.6,17.0,1005.4,13.4
2024-04-19,26.8,59.0,8.8,1014.9,8.4
2024-04-20,22.6,77.1,8.2,1014.3,0.0
2024-04-21,,67.8,6.9,1010.9,
2024-04-22,24.6,72.8,10.1,1018.6,0.0
2024-04-23,32.9,52.2,13.3,1007.7,1.3
2024-04-24,27.3,62.7,13.0,1016.3,0.0
2024-04-25,22.7,,17.4,1007.8,6.7
2024-04-26,21.4,70.3,14.1,1020.3,0.0
2024-04-27,16.4,89.3,11.2,1018.8,21.5
2024-04-28,25.2,65.6,12.6,1008.6,0.0
2024-04-29,22.5,73.8,15.5,1008.4,0.0
2024-04-30,18.1,81.7,17.1,1014.3,16.9
2024-05-01,22.8,59.9,13.1,1011.3,2.1
2024-05-02,22.0,58.6,10.1,,0.0
2024-05-03,30.4,50.3,8.0,1014.8,0.0
2024-05-04,28.0,75.3,9.8,1001.4,1.2
2024-05-05,25.6,63.9,14.9,1012.6,
2024-05-06,28.9,83.2,16.4,1006.3,9.0
2024-05-07,24.4,63.1,15.2,1010.3,11.4
2024-05-08,23.5,72.3,11.5,1018.6,0.0
